2023 USA Diving National Championships
Senior Women 1m Springboard
"Diver: Sculti, Carolina - Crown Valley Divers (CVD)"
Place: 7
Dive Number Height Description Net DD Score Round
1 403B 1M Inward 1 1/2 Somersault Pike 20 2.40 48 8
2 105B 1M Forward 2 1/2 Somersault Pike 16.50 2.60 42.90 13
3 203B 1M Back 1 1/2 Somersault Pike 21 2.30 48.30 6
4 303B 1M Reverse 1 1/2 Somersault Pike 19 2.40 45.60 8
5 5333D 1M Reverse 1 1/2 Somersault 1 1/2 Twist Free 16 2.60 41.60 16
Totals 92.50 12.30 226.40
Senior Women 1m Springboard
"Diver: Sculti, Carolina - Crown Valley Divers (CVD)"
Place: 7
Dive Number Height Description Net DD Score Round
0 0M Carry Over from Previous Round 0 0 226.40 0
1 403B 1M Inward 1 1/2 Somersault Pike 21 2.40 50.40 3
2 105B 1M Forward 2 1/2 Somersault Pike 16.50 2.60 42.90 8
3 203B 1M Back 1 1/2 Somersault Pike 20.50 2.30 47.15 4
4 303B 1M Reverse 1 1/2 Somersault Pike 15 2.40 36 8
5 5333D 1M Reverse 1 1/2 Somersault 1 1/2 Twist Free 19 2.60 49.40 4
Totals 92 12.30 452.25
# ... (paste the rest of the data here)
